"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2011","13.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2012","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2013","16.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2014","19.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2015","20.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2016","26.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","398","KAZ","Kazakhstan","2017","28.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2005","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2006","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2007","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2008","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2009","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2010","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2011","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2012","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2013","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2014","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","417","KGZ","Kyrgyzstan","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2005","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2006","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2007","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2008","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2009","18.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2010","21.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2011","21.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2012","24.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2013","25.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2014","26.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2015","27.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2016","29.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","428","LVA","Latvia","2017","30.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2005","22.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2006","27.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2007","28.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2008","25.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2009","24.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2010","23.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2011","27.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2012","31.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2013","32.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2014","33.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2015","35.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2016","37.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","440","LTU","Lithuania","2017","42.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2005","8.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2006","8.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2007","10.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2008","11.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2009","12.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2010","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2011","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2012","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2013","16.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2014","17.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2015","17.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2016","21.1",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","499","MNE","Montenegro","2017","23.5",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2005","25.2",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2006","25.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2007","31.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2008","34.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2009","36.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2010","41.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2011","44.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2012","42.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2013","40.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","528","NLD","Netherlands","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2005","5.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2006","5.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2007","7.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2008","10.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2009","11.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2010","11.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2011","12.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2012","12.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2013","13.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2014","13.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2015","13.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","807","MKD","North Macedonia","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2005","37.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2006","42.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2007","48.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2008","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2009","53.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2010","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2011","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2012","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2013","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2014","55.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2015","55.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2016","56.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","578","NOR","Norway","2017","57.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2005","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2006","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2007","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2008","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2009","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2010","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2011","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2012","4.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2013","4.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2014","5.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2015","6.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","616","POL","Poland","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2005","23.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2006","25.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2007","26.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2008","28.1",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2009","29.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2010","31.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2011","34.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2012","35.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2013","37.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2014","39.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","620","PRT","Portugal","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2005","12.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2006","13.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2007","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2008","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2009","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2010","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2011","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2012","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2013","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2014","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2015","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2016","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","498","MDA","Republic of Moldova","2017","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2005","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2006","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2007","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2008","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2009","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2010","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2011","2.2",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2012","2.4",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2014","2.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2015","2.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2016","2.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","642","ROU","Romania","2017","3.1",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2005","21.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2006","21.5",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2007","17.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2008","17.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2009","17.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2010","18.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2011","18.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2012","18.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","643","RUS","Russian Federation","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2005","9.4",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2006","10.2",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2007","11.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2008","12.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2009","12.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2010","12.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2011","14.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2012","15.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2013","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2014","19.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2015","22.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2016","23.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","688","SRB","Serbia","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2005","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2006","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2007","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2008","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2009","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2010","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2011","3.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2012","4.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2013","4.1",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2014","4.5",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2015","5.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2016","4.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","703","SVK","Slovakia","2017","5.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2005","38.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2006","41.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2007","44.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2008","49.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2009","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2010","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2011","56.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2012","55.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2013","54.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2014","56.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2015","58.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2016","61.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","705","SVN","Slovenia","2017","64.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2005","46.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2006","49.2",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2007","49.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2008","43.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2009","46.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2010","45.9",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2011","43.6",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2012","42.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2013","44.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2014","47.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2015","45.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","724","ESP","Spain","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2005","48.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2006","48.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2007","49.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2008","50.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2009","50.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2010","49.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2011","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2012","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2013","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2014","50.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2015","50.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2016","50.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","752","SWE","Sweden","2017","51.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2005","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2006","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2007","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2008","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2009","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2010","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2011","36.7",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2012","38.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2013","40.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","756","CHE","Switzerland","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2005","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2006","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2007","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2008","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2009","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2010","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2011","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2012","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2013","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2014","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2015","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2016","2.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","762","TJK","Tajikistan","2017","2.0",
