country_name,country_code,year,total,single,married,union_cohabiting,widowed,divorced,single_widowed_divorced,married_union_cohabiting,not_elsewhere_classified
Spain,ESP,2007,5866.265,,,,,,,3666.003,
Spain,ESP,2008,6243.412,,,,,,,3697.362,
Spain,ESP,2009,6492.162,,,,,,,3735.589,
Spain,ESP,2010,6691.684,,,,,,,3713.501,
Spain,ESP,2011,6821.907,,,,,,,3753.806,
Spain,ESP,2012,6883.799,,,,,,,3820.351,
Spain,ESP,2013,6862.28,,,,,,,3806.487,
Spain,ESP,2014,6791.621,,,,,,,3803.8,
Spain,ESP,2015,6787.403,,,,,,,3814.998,
Spain,ESP,2016,6755.189,,,,,,,3853.751,
Spain,ESP,2017,6748.619,,,,,,,3821.014,
Estonia,EST,1997,111.674,,,,,,,216.333,
Estonia,EST,1998,147.867,,,,,,,177.606,
Estonia,EST,1999,148.175,,,,,,,171.023,
Estonia,EST,2000,185.273,,,,,,,144.716,
Estonia,EST,2001,173.983,,,,,,,152.494,
Estonia,EST,2002,166.314,,,,,,,153.421,
Estonia,EST,2003,178.052,,,,,,,148.329,
Estonia,EST,2004,183.443,,,,,,,148.938,
Estonia,EST,2005,181.332,,,,,,,153.056,
Estonia,EST,2006,177.969,,,,,,,163.072,
Estonia,EST,2007,180.099,,,,,,,155.235,
Estonia,EST,2008,182.675,,,,,,,156.539,
Estonia,EST,2009,179.012,,,,,,,158.384,
Estonia,EST,2010,180.63,,,,,,,157.44,
Estonia,EST,2011,187.131,,,,,,,152.696,
Estonia,EST,2012,191.405,,,,,,,144.728,
Estonia,EST,2013,186.758,,,,,,,147.076,
Estonia,EST,2014,186.597,,,,,,,140.533,
Estonia,EST,2015,208.672,,,,,,,124.78,
Estonia,EST,2016,200.306,,,,,,,135.319,
Estonia,EST,2017,202.766,,,,,,,135.989,
Estonia,EST,2018,200.692,,,,,,,139.741,
Ethiopia,ETH,1999,8156.887,1580.955,4936.769,,808.436,824.305,3213.696,4936.769,6.422
Ethiopia,ETH,2005,13053.011,2149.592,8507.724,,1300.573,1080.365,4530.529,8507.724,14.757
Ethiopia,ETH,2013,16857.651,3496.397,10714.331,39.685,1366.819,1240.419,6103.635,10754.016,
Finland,FIN,1995,469.373,,,,,,,675.21,
Finland,FIN,1996,501.431,,,,,,,637.308,
Finland,FIN,1997,488.262,,,,,,,636.345,
Finland,FIN,1998,529.573,,,,,,,641.401,
Finland,FIN,1999,603.449,,,,,,,663.851,
Finland,FIN,2000,619.599,,,,,,,656.757,
Finland,FIN,2001,643.928,,,,,,,641.494,
Finland,FIN,2002,653.703,,,,,,,639.725,
Finland,FIN,2003,648.207,,,,,,,640.008,
Finland,FIN,2004,654.692,,,,,,,627.753,
Finland,FIN,2005,674.042,,,,,,,622.873,
Finland,FIN,2006,681.794,,,,,,,627.521,
Finland,FIN,2007,670.591,,,,,,,624.666,
Finland,FIN,2008,652.86,,,,,,,648.787,
Finland,FIN,2009,655.984,,,,,,,642.921,
Finland,FIN,2010,665.653,,,,,,,619.705,
Finland,FIN,2011,659.351,,,,,,,627.481,
Finland,FIN,2012,678.99,,,,,,,617.688,
Finland,FIN,2013,677.292,,,,,,,614.858,
Finland,FIN,2014,673.676,,,,,,,621.03,
Finland,FIN,2015,807.824,,,,,,,493.488,
Finland,FIN,2016,668.184,,,,,,,621.082,
Finland,FIN,2017,655.121,,,,,,,637.004,
Finland,FIN,2018,692.449,,,,,,,617.31,
Fiji,FJI,2005,99.111,25.999,62.104,,8.167,2.842,37.007,62.104,
Fiji,FJI,2011,130.127,27.053,89.313,,9.549,4.212,40.814,89.313,
Fiji,FJI,2016,115.542,26.993,74.974,,8.365,5.21,40.568,74.974,
France,FRA,1990,4071.743,,,,,,,6501.78,
France,FRA,1991,4182.043,,,,,,,6583.266,
France,FRA,1992,4288.138,,,,,,,6623.974,
France,FRA,1993,4392.23,,,,,,,6706.306,
France,FRA,1994,4454.53,,,,,,,6746.374,
France,FRA,1995,4634.494,,,,,,,6706.123,
France,FRA,1996,4785.073,,,,,,,6706.752,
France,FRA,1997,4912.526,,,,,,,6557.234,
France,FRA,1998,5012.458,,,,,,,6610.578,
France,FRA,1999,5192.884,,,,,,,6560.776,
France,FRA,2000,5369.487,,,,,,,6493.746,
France,FRA,2001,5361.816,,,,,,,6541.906,
France,FRA,2002,5507.629,,,,,,,6506.294,
France,FRA,2003,5756.25,,,,,,,6752.777,
France,FRA,2004,5953.983,,,,,,,6609.797,
France,FRA,2005,6197.998,,,,,,,6614.219,
France,FRA,2006,6448.798,,,,,,,6485.41,
France,FRA,2007,6634.007,,,,,,,6518.19,
France,FRA,2008,6795.453,,,,,,,6482.055,
France,FRA,2009,6909.58,,,,,,,6474.82,
France,FRA,2010,6973.155,,,,,,,6474.635,
France,FRA,2011,7158.307,,,,,,,6325.552,
France,FRA,2012,7287.001,,,,,,,6298.937,
France,FRA,2013,7392.365,,,,,,,6296.997,
France,FRA,2014,7850.633,,,,,,,6278.507,
France,FRA,2015,7881.523,,,,,,,6280.305,
France,FRA,2016,8025.87,,,,,,,6194.624,
France,FRA,2017,8210.912,,,,,,,6047.795,
France,FRA,2018,8444.291,,,,,,,6052.071,
"Micronesia, Federated States of",FSM,2014,16.033,5.653,8.895,,0.874,0.611,7.138,8.895,
United Kingdom,GBR,1990,3787.565,,,,,,,8609.557,
United Kingdom,GBR,1991,3643.44,,,,,,,8725.202,
United Kingdom,GBR,1992,4968.634,,,,,,,7425.126,
United Kingdom,GBR,1993,4973.052,,,,,,,7466.52,
United Kingdom,GBR,1994,5073.793,,,,,,,7391.402,
United Kingdom,GBR,1995,5119.137,,,,,,,7315.359,
United Kingdom,GBR,1996,5337.036,,,,,,,7283.507,
United Kingdom,GBR,1997,5555.662,,,,,,,7207.907,
United Kingdom,GBR,1998,5622.247,,,,,,,7186.478,
United Kingdom,GBR,1999,5825.702,,,,,,,7159.658,
United Kingdom,GBR,2000,5947.184,,,,,,,7189.606,
United Kingdom,GBR,2001,6150.309,,,,,,,7039.746,
United Kingdom,GBR,2002,6357.145,,,,,,,7034.106,
United Kingdom,GBR,2003,6447.504,,,,,,,7005.687,
United Kingdom,GBR,2004,6588.487,,,,,,,7047.731,
United Kingdom,GBR,2005,6813.536,,,,,,,7001.717,
United Kingdom,GBR,2006,7027.107,,,,,,,7093.236,
United Kingdom,GBR,2007,7144.92,,,,,,,7000.766,
United Kingdom,GBR,2008,7271.94,,,,,,,7143.571,
United Kingdom,GBR,2009,7342.016,,,,,,,7217.766,
United Kingdom,GBR,2010,7464.354,,,,,,,7198.169,
United Kingdom,GBR,2011,7653.899,,,,,,,7150.455,
United Kingdom,GBR,2012,7742.415,,,,,,,7205.597,
United Kingdom,GBR,2013,7844.298,,,,,,,7272.917,
United Kingdom,GBR,2014,8052.356,,,,,,,7233.99,
United Kingdom,GBR,2015,9471.515,,,,,,,5954.847,
United Kingdom,GBR,2016,8107.861,,,,,,,7477.866,
United Kingdom,GBR,2017,8225.128,,,,,,,7508.158,
United Kingdom,GBR,2018,8339.325,,,,,,,7539.104,
Georgia,GEO,2017,936.71,151.426,579.357,20.182,141.183,44.562,337.171,599.539,
Georgia,GEO,2018,904.646,145.877,559.02,14.315,139.441,45.992,331.31,573.336,
Georgia,GEO,2009,934.545,172.948,580.087,,,44.01,216.958,580.087,137.5
Georgia,GEO,2010,943.027,176.664,587.107,,134.375,44.88,355.92,587.107,
Georgia,GEO,2011,951.715,179.793,589.874,,137.482,44.566,361.841,589.874,
Georgia,GEO,2012,961.72,167.329,595.691,,143.166,55.534,366.029,595.691,
Georgia,GEO,2013,926.083,144.339,586.226,,143.233,52.284,339.857,586.226,
Georgia,GEO,2014,937.967,154.157,590.594,,143.188,50.029,347.373,590.594,
Georgia,GEO,2015,956.15,155.942,600.146,,146.812,53.251,356.004,600.146,
Georgia,GEO,2016,931.007,148.556,590.213,,143.082,49.156,340.794,590.213,
Ghana,GHA,2015,5052.972,954.739,2565.976,516.107,525.475,490.675,1970.889,3082.083,
Ghana,GHA,2006,4948.401,709.601,2716.564,548.971,418.847,553.74,1682.189,3265.535,
Ghana,GHA,2013,6408.084,1294.609,3325.007,577.899,579.482,630.996,2505.086,3902.906,
Ghana,GHA,2017,5170.207,1117.596,2472.631,546.018,484.671,549.29,2151.557,3018.649,
Guinea,GIN,2002,408.202,,,,,,,1319.256,
Gambia,GMB,2012,273.536,51.303,186.738,,13.827,6.892,72.021,186.738,14.777
Gambia,GMB,2018,180.731,39.321,120.404,0.186,,20.82,60.141,120.589,
Greece,GRC,1990,482.023,,,,,,,999.754,
Greece,GRC,1991,484.358,,,,,,,921.106,
Greece,GRC,1992,490.477,,,,,,,978.833,
Greece,GRC,1993,502.972,,,,,,,1000.733,
Greece,GRC,1994,517.738,,,,,,,1030.537,
Greece,GRC,1995,544.001,,,,,,,1046.164,
Greece,GRC,1996,573.382,,,,,,,1083.006,
Greece,GRC,1997,584.022,,,,,,,1076.976,
Greece,GRC,1998,611.047,,,,,,,1146.489,
Greece,GRC,1999,657.623,,,,,,,1159.066,
Greece,GRC,2000,678.516,,,,,,,1153.844,
Greece,GRC,2001,718.186,,,,,,,1140.378,
Greece,GRC,2002,704.06,,,,,,,1188.048,
Greece,GRC,2003,734.655,,,,,,,1198.38,
Greece,GRC,2004,726.279,,,,,,,1281.047,
Greece,GRC,2005,760.915,,,,,,,1261.132,
Greece,GRC,2006,787.811,,,,,,,1258.904,
Greece,GRC,2007,788.366,,,,,,,1263.109,
Greece,GRC,2008,785.35,,,,,,,1275.641,
Greece,GRC,2009,798.767,,,,,,,1315.743,
Greece,GRC,2010,799.74,,,,,,,1338.739,
Greece,GRC,2011,811.782,,,,,,,1308.393,
Greece,GRC,2012,826.473,,,,,,,1300.143,
Greece,GRC,2013,835.173,,,,,,,1273.829,
Greece,GRC,2014,849.558,,,,,,,1270.058,
Greece,GRC,2015,1498.15,,,,,,,644.343,
Greece,GRC,2016,823.613,,,,,,,1324.053,
Greece,GRC,2017,816.182,,,,,,,1310.009,
Greece,GRC,2018,796.084,,,,,,,1302.205,
Guatemala,GTM,2003,1690.549,580.666,631.128,259.341,94.836,124.578,800.08,890.469,
Guatemala,GTM,2004,1614.508,503.735,591.35,252.801,121.55,145.073,770.358,844.151,
Guatemala,GTM,2010,1965.045,576.285,645.28,372.849,144.556,226.075,946.916,1018.129,
Guatemala,GTM,2011,1885.735,674.79,587.507,251.441,126.377,245.081,1046.248,838.948,
Guatemala,GTM,2012,2306.053,741.883,770.016,373.327,169.743,251.084,1162.71,1143.343,
Guatemala,GTM,2013,2118.653,736.579,682.317,305.651,146.422,247.685,1130.686,987.968,
Guatemala,GTM,2014,2206.465,687.214,739.206,325.779,164.343,287.876,1139.432,1064.985,
Guatemala,GTM,2015,2150.86,647.229,665.406,335.328,154.191,348.057,1149.476,1000.734,
Guatemala,GTM,2016,2321.193,729.805,685.785,390.142,150.4,365.062,1245.267,1075.926,
Guatemala,GTM,2017,2327.822,687.298,728.142,357.259,183.478,371.645,1242.421,1085.401,
Guatemala,GTM,2006,1955.621,612.984,331.687,664.48,134.387,212.084,959.455,996.167,
Guyana,GUY,2018,118.43,50.24,32.705,21.249,5.241,8.996,64.476,53.954,
Honduras,HND,2005,970.057,408.21,245.698,216.737,46.32,53.092,507.622,462.435,
Honduras,HND,2006,946.049,362.792,245.649,201.338,54.755,81.515,499.062,446.987,
Honduras,HND,2007,958.924,401.553,246.531,202.332,51.095,57.412,510.06,448.864,
Honduras,HND,2008,1050.113,467.287,259.516,220.388,51.978,50.944,570.209,479.904,
Honduras,HND,2009,1117.296,460.06,284.788,234.986,62.428,75.035,597.523,519.774,
Honduras,HND,2010,1193.269,512.075,297.686,264.639,68.526,50.343,630.945,562.325,
Honduras,HND,2011,1160.844,527.399,272.802,247.253,64.477,48.912,640.789,520.055,
Honduras,HND,2012,1144.18,531.86,254.496,240.165,63.019,54.64,649.519,494.661,
Honduras,HND,2013,1329.73,592.917,316.162,271.503,76.416,72.731,742.065,587.666,
Honduras,HND,2014,1400.565,634.105,308.034,324.863,63.867,69.697,767.668,632.897,
Honduras,HND,2015,1475.657,685.554,330.68,329.192,64.092,66.138,815.785,659.872,
Honduras,HND,2016,1503.748,698.592,337.157,339.579,67.21,61.21,827.012,676.736,
Honduras,HND,2017,1515.463,710.256,312.149,373.471,69.093,50.495,829.844,685.619,
Honduras,HND,2018,1674.821,751.263,360.68,415.707,80.078,67.093,898.435,776.386,
Honduras,HND,2019,1564.279,720.877,361.237,357.226,66.113,58.826,845.816,718.463,
Croatia,HRV,2002,240.798,,,,,,,575.461,
Croatia,HRV,2003,250.889,,,,,,,555.055,
Croatia,HRV,2004,261.646,,,,,,,569.174,
Croatia,HRV,2005,254.94,,,,,,,564.38,
Croatia,HRV,2006,256.597,,,,,,,566.029,
Croatia,HRV,2007,275.013,,,,,,,586.602,
Croatia,HRV,2008,277.762,,,,,,,595.135,
Croatia,HRV,2009,279.673,,,,,,,611.048,
Croatia,HRV,2010,289.835,,,,,,,588.29,
Croatia,HRV,2011,287.241,,,,,,,560.273,
Croatia,HRV,2012,289.318,,,,,,,555.455,
Croatia,HRV,2013,291.061,,,,,,,553.548,
Croatia,HRV,2014,273.578,,,,,,,603.745,
Croatia,HRV,2015,675.093,,,,,,,203.912,
Croatia,HRV,2016,277.335,,,,,,,569.204,
Croatia,HRV,2017,282.983,,,,,,,561.504,
Croatia,HRV,2018,272.973,,,,,,,566.306,
Haiti,HTI,2012,1982.964,476.17,1024.463,136.905,164.199,181.081,821.451,1161.368,
Hungary,HUN,1996,622.414,,,,,,,1134.686,
Hungary,HUN,1997,617.728,,,,,,,1099.346,
Hungary,HUN,1998,654.286,,,,,,,1124.216,
Hungary,HUN,1999,690.554,,,,,,,1125.676,
Hungary,HUN,2000,692.327,,,,,,,1127.976,
Hungary,HUN,2001,699.413,,,,,,,1138.114,
Hungary,HUN,2002,739.125,,,,,,,1111.533,
Hungary,HUN,2003,772.323,,,,,,,1123.207,
Hungary,HUN,2004,769.092,,,,,,,1118.163,
Hungary,HUN,2005,808.76,,,,,,,1119.835,
Hungary,HUN,2006,822.209,,,,,,,1121.317,
Hungary,HUN,2007,831.149,,,,,,,1090.145,
Hungary,HUN,2008,844.71,,,,,,,1062.638,
Hungary,HUN,2009,859.974,,,,,,,1048.638,
Hungary,HUN,2010,903.457,,,,,,,1044.056,
Hungary,HUN,2011,925.231,,,,,,,1027.25,
Hungary,HUN,2012,973.884,,,,,,,1015.59,
Hungary,HUN,2013,993.994,,,,,,,996.814,
Hungary,HUN,2014,1019.004,,,,,,,1022.939,
Hungary,HUN,2015,1445.698,,,,,,,627.25,
Hungary,HUN,2016,1029.829,,,,,,,1066.387,
Hungary,HUN,2017,1043.917,,,,,,,1056.153,
Hungary,HUN,2018,1050.535,,,,,,,1056.731,
Indonesia,IDN,1996,33989.405,7462.067,21910.551,,3262.676,1354.111,12078.854,21910.551,
Indonesia,IDN,1997,34337.582,7531.57,22184.877,,3301.201,1319.934,12152.705,22184.877,
Indonesia,IDN,1998,35973.321,7614.62,23642.934,,3367.099,1348.668,12330.387,23642.934,
Indonesia,IDN,1999,36414.298,7765.552,23828.241,,3396.938,1423.567,12586.057,23828.241,
Indonesia,IDN,2000,36871.239,7881.62,23955.829,,3548.379,1485.411,12915.41,23955.829,
Indonesia,IDN,2001,36356.608,7335.529,24323.153,,3288.738,1409.188,12033.455,24323.153,
Indonesia,IDN,2002,35880.859,7330.115,23906.787,,3316.9,1327.057,11974.072,23906.787,
Indonesia,IDN,2003,36329.245,7565.67,24018.651,,3371.996,1372.928,12310.594,24018.651,
Indonesia,IDN,2004,36489.156,7829.46,24097.409,,3286.867,1275.42,12391.747,24097.409,
Indonesia,IDN,2005,36158.622,8251.705,23259.315,,3263.23,1384.372,12899.307,23259.315,
Indonesia,IDN,2006,36906.714,8577.949,23712.826,,3257.052,1358.887,13193.888,23712.826,
Indonesia,IDN,2007,40826.554,8157.405,27903.796,,3414.955,1350.398,12922.758,27903.796,
Indonesia,IDN,2008,42081.006,7836.762,29203.274,,3634.41,1406.561,12877.732,29203.274,
Indonesia,IDN,2009,42707.07,8169.223,29321.712,,3792.04,1424.095,13385.358,29321.712,
Indonesia,IDN,2010,43896.182,8293.367,30288.843,,3794.601,1519.372,13607.339,30288.843,
Indonesia,IDN,2011,44152.145,7683.082,31153.773,,3739.921,1575.369,12998.372,31153.773,
Indonesia,IDN,2012,45487.772,7971.822,32018.597,,3932.43,1564.924,13469.175,32018.597,
Indonesia,IDN,2013,45497.608,8094.336,32002.266,,3873.845,1527.161,13495.342,32002.266,
Indonesia,IDN,2014,46190.981,7932.61,32646.203,,4035.987,1576.183,13544.779,32646.203,
Indonesia,IDN,2015,47133.199,8257.018,32902.403,,4107.962,1865.817,14230.796,32902.403,
Indonesia,IDN,2016,48057.295,8323.798,33566.703,,4263.166,1903.63,14490.593,33566.703,
Indonesia,IDN,2017,49821.522,8325.342,34960.765,,4616.949,1918.468,14860.758,34960.765,
Indonesia,IDN,2018,51691.7,8846.618,36048.521,,4823.355,1973.206,15643.179,36048.521,
Indonesia,IDN,2019,53320.807,9336.582,36799.279,,5125.987,2058.961,16521.529,36799.279,
India,IND,2018,81904.57,9517.102,60012.388,,11123.206,1251.875,21892.182,60012.388,
India,IND,1994,74933.552,8652.072,55445.011,,9736.82,1092.895,19481.786,55445.011,6.756
India,IND,2000,88654.72,10207.71,66889.115,,10010.524,1534.166,21752.4,66889.115,13.204
India,IND,2005,102398.265,12311.349,76419.577,,12108.529,1546.313,25966.191,76419.577,
India,IND,2010,90900.427,11018.288,65937.368,,12740.235,1194.469,24952.991,65937.368,10.068
India,IND,2012,87818.535,11161.344,63174.144,,12251.14,1227.512,24639.996,63174.144,
Ireland,IRL,1990,247.095,,,,,,,210.103,
Ireland,IRL,1991,246.159,,,,,,,222.505,
Ireland,IRL,1992,246.165,,,,,,,241.296,
Ireland,IRL,1993,251.978,,,,,,,255.988,
Ireland,IRL,1994,258.688,,,,,,,272.276,
Ireland,IRL,1995,264.545,,,,,,,279.517,
Ireland,IRL,1996,283.028,,,,,,,292.387,
Ireland,IRL,1997,301.395,,,,,,,299.063,
Ireland,IRL,1998,329.496,,,,,,,310.878,
Ireland,IRL,1999,352.266,,,,,,,326.907,
Ireland,IRL,2000,373.667,,,,,,,335.406,
Ireland,IRL,2001,384.043,,,,,,,344.661,
Ireland,IRL,2002,405.905,,,,,,,358.901,
Ireland,IRL,2003,414.457,,,,,,,369.389,
Ireland,IRL,2004,414.02,,,,,,,387.701,
Ireland,IRL,2005,442.423,,,,,,,409.023,
Ireland,IRL,2006,464.546,,,,,,,426.431,
Ireland,IRL,2007,552.053,,,,,,,453.573,
Ireland,IRL,2008,547.603,,,,,,,478.056,
Ireland,IRL,2009,535.065,,,,,,,486.646,
Ireland,IRL,2010,516.37,,,,,,,492.765,
Ireland,IRL,2011,504.37,,,,,,,501.145,
Ireland,IRL,2012,506.035,,,,,,,499.948,
Ireland,IRL,2013,512.246,,,,,,,507.613,
Ireland,IRL,2014,515.249,,,,,,,507.356,
Ireland,IRL,2015,586.078,,,,,,,384.676,
Ireland,IRL,2016,538.006,,,,,,,521.6,
Ireland,IRL,2017,542.466,,,,,,,532.847,
Ireland,IRL,2018,541.683,,,,,,,557.119,
"Iran, Islamic Republic of",IRN,2017,5204.293,1673.524,3094.008,182.875,,253.886,1927.41,3276.883,
"Iran, Islamic Republic of",IRN,2018,5327.788,1569.731,3327.589,179.835,,250.559,1820.29,3507.424,
Iraq,IRQ,2007,1126.721,403.809,614.59,,83.019,25.304,512.132,614.59,
Iraq,IRQ,2012,1228.367,327.935,771.434,,85.521,43.476,456.933,771.434,
Iceland,ISL,1995,33.068,,,,,,,36.087,
Iceland,ISL,1996,32.649,,,,,,,34.857,
Iceland,ISL,1997,34.001,,,,,,,32.902,
Iceland,ISL,1998,34.938,,,,,,,34.312,
Iceland,ISL,1999,36.5,,,,,,,35.781,
Iceland,ISL,2000,38.514,,,,,,,36.649,
Iceland,ISL,2001,37.789,,,,,,,36.357,
Iceland,ISL,2002,36.365,,,,,,,37.848,
Iceland,ISL,2003,41.359,,,,,,,35.056,
Iceland,ISL,2004,40.486,,,,,,,35.139,
Iceland,ISL,2005,39.52,,,,,,,36.788,
Iceland,ISL,2006,40.736,,,,,,,37.876,
Iceland,ISL,2007,43.321,,,,,,,37.869,
Iceland,ISL,2008,44.289,,,,,,,37.487,
Iceland,ISL,2009,43.911,,,,,,,39.058,
Iceland,ISL,2010,44.511,,,,,,,40.061,
Iceland,ISL,2011,44.071,,,,,,,39.562,
Iceland,ISL,2012,43.957,,,,,,,40.035,
Iceland,ISL,2013,46.091,,,,,,,40.024,
Iceland,ISL,2014,48.118,,,,,,,39.947,
Iceland,ISL,2015,49.608,,,,,,,40.569,
Iceland,ISL,2016,49.536,,,,,,,41.236,
Iceland,ISL,2017,50.344,,,,,,,41.439,
Iceland,ISL,2018,50.263,,,,,,,42.516,
Israel,ISR,2012,1683.479,453.661,1049.94,,37.45,142.427,633.538,1049.94,
Israel,ISR,2013,1719.175,464.584,1067.004,,39.568,148.019,652.171,1067.004,
Israel,ISR,2014,1777.015,475.625,1112.098,,38.984,150.309,664.918,1112.098,
Israel,ISR,2015,1810.523,480.791,1141.316,,38.817,149.599,669.207,1141.316,
Israel,ISR,2016,1853.84,488.275,1166.811,,39.11,159.644,687.029,1166.811,
Israel,ISR,2017,1883.557,502.469,1182.084,,34.912,164.092,701.473,1182.084,
Italy,ITA,1990,3427.593,,,,,,,5174.706,
Italy,ITA,1991,3572.153,,,,,,,5294.571,
Italy,ITA,1992,3317.838,,,,,,,5041.836,
Italy,ITA,1993,3223.198,,,,,,,5058.597,
Italy,ITA,1994,3203.266,,,,,,,5118.249,
Italy,ITA,1995,3234.589,,,,,,,5137.438,
Italy,ITA,1996,3340.484,,,,,,,5176.887,
Italy,ITA,1997,3397.136,,,,,,,5208.789,
Italy,ITA,1998,3464.324,,,,,,,5291.043,
Italy,ITA,1999,3558.404,,,,,,,5397.51,
Italy,ITA,2000,3631.803,,,,,,,5420.751,
Italy,ITA,2001,3736.101,,,,,,,5479.961,
Italy,ITA,2002,3774.082,,,,,,,5608.162,
Italy,ITA,2003,3797.396,,,,,,,5729.408,
Italy,ITA,2004,4109.819,,,,,,,5700.031,
Italy,ITA,2005,4159.724,,,,,,,5629.893,
Italy,ITA,2006,4145.189,,,,,,,5723.091,
Italy,ITA,2007,4135.579,,,,,,,5719.908,
Italy,ITA,2008,4302.31,,,,,,,5828.391,
Italy,ITA,2009,4308.31,,,,,,,5779.591,
Italy,ITA,2010,4356.598,,,,,,,5767.403,
Italy,ITA,2011,4473.523,,,,,,,5761.388,
Italy,ITA,2012,4791.917,,,,,,,5837.494,
Italy,ITA,2013,4867.436,,,,,,,5803.011,
Italy,ITA,2014,4798.925,,,,,,,6028.758,
Italy,ITA,2015,7273.064,,,,,,,3470.945,
Italy,ITA,2016,4947.985,,,,,,,5971.591,
Italy,ITA,2017,5064.347,,,,,,,5976.986,
Italy,ITA,2018,5162.112,,,,,,,5909.758,
Jordan,JOR,2017,533.462,247.149,259.474,,8.399,18.441,273.989,259.474,
Jordan,JOR,2018,463.681,213.35,227.818,,11.035,11.479,235.863,227.818,
Jordan,JOR,2019,431.829,202.352,208.363,,8.199,12.916,223.466,208.363,
Kenya,KEN,1999,6164.759,1325.978,4036.419,,387.793,412.731,2126.502,4036.419,
Kenya,KEN,2006,5783.247,1330.477,3415.195,34.925,674.2,315.538,2320.216,3450.12,12.911
Kenya,KEN,2016,9773.23,1833.558,6110.821,50.433,1107.206,671.212,3611.975,6161.254,
Cambodia,KHM,2012,3438.658,1118.307,1916.962,10.393,277.831,115.166,1511.304,1927.354,
Cambodia,KHM,2007,3488.373,1052.198,1897.076,,390.118,118.432,1560.748,1897.076,30.55
Cambodia,KHM,2009,3861.374,1110.387,2215.58,,410.531,124.875,1645.794,2215.58,
Cambodia,KHM,2010,4036.489,1144.888,2263.577,,465.827,162.197,1772.912,2263.577,
Cambodia,KHM,2011,4135.455,1257.213,2297.221,,434.817,146.205,1838.234,2297.221,
Cambodia,KHM,2013,4065.826,1117.818,2428.424,,404.178,115.406,1637.402,2428.424,
Cambodia,KHM,2014,4120.446,1218.004,2354.307,,426.172,121.964,1766.139,2354.307,
Cambodia,KHM,2015,4172.305,1158.32,2458.874,,448.838,106.273,1713.431,2458.874,
Cambodia,KHM,2016,4366.138,1162.893,2589.177,,476.47,137.597,1776.961,2589.177,
Cambodia,KHM,2017,4454.815,1241.78,2585.64,,483.395,144,1869.175,2585.64,
Kiribati,KIR,2015,12.543,1.576,9.583,,0.894,0.453,2.923,9.583,0.037
"Korea, Republic of",KOR,2015,11546.934,2888.731,7120.362,,880.89,656.951,4426.571,7120.362,
"Korea, Republic of",KOR,2016,11691.793,3006.806,7130.145,,873.695,681.147,4561.649,7130.145,
"Korea, Republic of",KOR,2017,11884.986,3065.253,7207.175,,898.526,714.031,4677.81,7207.175,
"Korea, Republic of",KOR,2018,11977.482,3143.473,7217.799,,900.808,715.402,4759.683,7217.799,
"Korea, Republic of",KOR,2019,12179.716,3186.89,7269.338,,977.557,745.931,4910.378,7269.338,
Kosovo,KOS,2012,109.48,38.977,66.038,,3.701,0.765,43.443,66.038,
Kosovo,KOS,2019,127.69,53.568,69.577,,3.902,0.643,58.113,69.577,
Lao People's Democratic Republic,LAO,2010,1512.321,288.194,1113.614,7.353,59.305,43.763,391.262,1120.967,0.093
Lao People's Democratic Republic,LAO,2017,887.851,170.255,651.497,3.019,33.118,29.962,233.335,654.516,
Lebanon,LBN,2019,566.279,289.845,229.111,,20.797,26.527,337.169,229.111,
Liberia,LBR,2010,553.963,117.888,281.218,97.413,37.015,20.429,175.332,378.631,
Liberia,LBR,2014,832.828,220.97,348.872,145.748,60.085,56.49,337.544,494.619,0.664
Liberia,LBR,2015,832.828,220.97,348.872,145.748,60.085,56.49,337.544,494.619,0.664
Liberia,LBR,2016,899.237,240.549,358.828,187.39,61.477,50.826,352.851,546.219,0.167
Liberia,LBR,2012,362.532,223.382,62.759,70.075,,5.027,229.698,132.834,
Sri Lanka,LKA,2010,2775.756,605.008,1865.147,,238.52,67.081,910.608,1865.147,
Sri Lanka,LKA,2011,2718.013,569.612,1832.412,,245.976,70.013,885.602,1832.412,
Sri Lanka,LKA,2013,2838.623,571.018,1935.135,,252.567,79.903,903.488,1935.135,
Sri Lanka,LKA,2014,2800.767,546.794,1933.82,,235.125,85.028,866.947,1933.82,
Sri Lanka,LKA,2015,2949.376,585.3,2050.9,,240.586,72.59,898.476,2050.9,
Sri Lanka,LKA,2016,2999.295,571.679,2057.689,,265.519,104.408,941.606,2057.689,
Sri Lanka,LKA,2017,3123.819,577.865,2173.693,,273.937,98.324,950.126,2173.693,
Sri Lanka,LKA,2018,2915.468,538.562,2022.135,,259.841,94.929,893.332,2022.135,
Lithuania,LTU,1998,254.525,,,,,,,559.742,
Lithuania,LTU,1999,260.327,,,,,,,578.609,
Lithuania,LTU,2000,266.521,,,,,,,569.396,
Lithuania,LTU,2001,246.571,,,,,,,568.384,
Lithuania,LTU,2002,264.62,,,,,,,538.056,
Lithuania,LTU,2003,282.505,,,,,,,561.292,
Lithuania,LTU,2004,252.396,,,,,,,531.586,
Lithuania,LTU,2005,253.785,,,,,,,514.503,
Lithuania,LTU,2006,253.156,,,,,,,497.773,
Lithuania,LTU,2007,251.391,,,,,,,496.269,
Lithuania,LTU,2008,287.602,,,,,,,461.461,
Lithuania,LTU,2009,298.714,,,,,,,469.336,
Lithuania,LTU,2010,285.757,,,,,,,482.693,
Lithuania,LTU,2011,270.816,,,,,,,475.307,
